# k2;k3;k4;k5;k6;k7;e;Vol;T
6.915395e+00;2.034753e-02;9.740725e-01;3.817666e-02;5.280541e-02;3.180415e+00;3.830934e+00;NaN;7.378610e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-192.mat
4.601113e-01;3.424999e-01;8.917095e-01;3.176593e-03;8.651848e-02;5.811510e+01;3.904836e+00;NaN;2.083999e+04
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-174.mat
1.000758e+01;8.874021e-03;7.661574e-01;1.424330e-02;5.939853e-02;2.138037e+00;4.017999e+00;NaN;6.188558e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-166.mat
1.098547e+01;2.660614e-02;1.649345e+00;5.571164e-03;8.982531e-02;2.908145e+00;4.440666e+00;NaN;7.916361e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-179.mat
1.110941e+01;8.501030e-03;9.591987e-01;3.580577e-03;5.955461e-02;1.838940e+00;4.537636e+00;NaN;1.189089e+04
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-130.mat
1.129914e+01;1.481881e-02;1.062845e+00;1.620933e-02;5.834682e-02;2.025005e+00;4.607164e+00;NaN;7.415416e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-182.mat
1.068428e+01;5.020901e-02;2.845010e+00;4.081679e-03;8.920743e-02;3.044037e+00;4.621571e+00;NaN;1.001761e+04
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-115.mat
3.378649e+00;7.537152e-02;2.268637e+00;5.274190e-02;2.391435e-02;3.763251e+00;4.631373e+00;NaN;7.316003e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-197.mat
1.192456e+01;1.913678e-02;8.501203e-01;9.056338e-03;1.033199e-01;3.254196e+00;4.815245e+00;NaN;1.493176e+04
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-146.mat
2.189527e+00;5.777749e-01;2.163220e+00;6.291109e-03;1.646445e-01;1.818398e+01;4.978182e+00;NaN;2.379401e+04
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-178.mat
1.231138e+01;1.740700e-02;7.876036e-01;1.227634e-02;9.969747e-02;3.203536e+00;5.004207e+00;NaN;8.296950e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-134.mat
1.242109e+01;3.104271e-02;1.092647e+00;2.974586e-03;1.347405e-01;4.115459e+00;5.077421e+00;NaN;1.164318e+04
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-191.mat
1.240211e+01;2.090642e-02;9.458001e-01;1.945185e-02;9.829544e-02;3.413710e+00;5.117164e+00;NaN;6.177775e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-193.mat
1.301829e+01;8.880125e-03;1.121246e+00;1.909253e-02;3.690888e-02;1.330461e+00;5.470993e+00;NaN;8.460393e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-121.mat
1.374722e+01;3.238682e-02;1.490649e+00;4.087060e-03;1.082860e-01;3.396701e+00;5.693345e+00;NaN;6.543940e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-122.mat
1.392258e+01;1.836118e-02;9.333732e-01;2.595209e-03;1.035279e-01;3.128565e+00;5.791501e+00;NaN;6.198081e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-128.mat
1.395825e+01;1.626451e-02;8.432399e-01;1.756832e-02;8.597199e-02;2.827804e+00;5.819184e+00;NaN;9.030379e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-109.mat
1.131550e+00;2.763166e-01;9.831138e-01;6.357539e-02;1.217550e-01;4.016065e+01;5.906425e+00;NaN;6.517858e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-159.mat
1.449377e+01;2.145548e-02;1.002330e+00;3.974131e-03;9.482781e-02;3.060893e+00;6.037170e+00;NaN;5.641623e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-142.mat
1.364111e+01;2.912360e-02;1.081646e+00;4.211633e-02;1.012685e-01;3.751416e+00;6.448998e+00;NaN;8.069878e+03
